datetime,open,high,low,vwap,volume,close,HYG_open,HYG_high,HYG_low,HYG_vwap,HYG_volume,HYG_close,VIXY_open,VIXY_high,VIXY_low,VIXY_vwap,VIXY_volume,VIXY_close,SPY_open,SPY_high,SPY_low,SPY_vwap,SPY_volume,SPY_close
2020-03-20 16:47:00,139.62,139.74,139.59,139.6737,14665.0,139.65,86.54,86.55,86.5,86.5242,210833.0,86.535,14.02,14.02,14.02,14.02,100.0,14.02,279.03,279.09,278.87,278.9932,1036855.0,279.03
2020-03-20 16:46:00,139.55,139.61,139.502,139.5487,15960.0,139.595,86.495,86.54,86.49,86.5217,123355.0,86.535,14.02,14.02,14.02,14.02,200.0,14.02,279.11,279.15,278.98,279.1019,63639.0,279.03
2020-03-20 16:45:00,139.5,139.55,139.45,139.4958,12825.0,139.53,86.495,86.51,86.49,86.5001,296082.0,86.495,14.05,14.05,14.05,14.0499,550.0,14.05,279.23,279.23,279.06,279.1365,48757.0,279.13
2020-03-20 16:44:00,139.39,139.48,139.3601,139.4032,10232.0,139.48,86.495,86.5,86.49,86.4976,13837.0,86.495,14.0299,14.03,14.0299,14.0299,612.0,14.03,279.28,279.28,279.23,279.2351,15982.0,279.23
2020-03-20 16:43:00,139.38,139.41,139.31,139.3667,8785.0,139.3808,86.5,86.5,86.49,86.4977,16704.0,86.495,14.03,14.03,14.03,14.0297,185.0,14.03,279.24,279.3,279.24,279.2733,7048.0,279.28
2020-03-20 16:42:00,139.4501,139.48,139.36,139.4257,5644.0,139.38,86.53,86.53,86.5,86.5504,912668.0,86.5,14.09,14.09,14.09,14.09,500.0,14.09,279.14,279.24,279.14,279.2025,7525.0,279.24
2020-03-20 16:41:00,139.58,139.62,139.465,139.5624,15586.0,139.47,86.555,86.555,86.53,86.5477,104086.0,86.53,14.12,14.12,14.12,14.12,1000.0,14.12,279.17,279.19,279.16,279.1769,13008.0,279.16
2020-03-20 16:40:00,139.67,139.72,139.59,139.6515,10185.0,139.6,86.565,86.565,86.55,86.5539,77522.0,86.555,14.12,14.12,14.12,14.12,1738.0,14.12,279.13,279.16,279.13,279.1317,25306.0,279.16
2020-03-20 16:39:00,139.67,139.68,139.59,139.6436,19941.0,139.66,86.565,86.565,86.56,86.5632,3223.0,86.56,14.11,14.11,14.11,14.1099,911.0,14.11,279.08,279.1,279.08,279.0956,9538.0,279.1
2020-03-20 16:38:00,139.68,139.76,139.61,140.7239,204606.0,139.69,86.575,86.575,86.56,86.5686,20258.0,86.56,14.11,14.11,14.1,14.105,400.0,14.1,279.11,279.11,279.08,279.0896,7863.0,279.08
2020-03-20 16:37:00,139.78,139.81,139.65,140.5407,882895.0,139.65,86.57,86.5781,86.57,86.5723,7957.0,86.575,14.1,14.1,14.1,14.1,100.0,14.1,279.08,279.11,279.08,279.0856,11935.0,279.08
2020-03-20 16:36:00,139.73,139.79,139.66,139.711,28952.0,139.79,86.575,86.585,86.57,86.5789,43714.0,86.57,14.11,14.11,14.11,14.11,200.0,14.11,279.09,279.09,279.07,279.0874,1352.0,279.07
2020-03-20 16:35:00,139.62,139.8,139.62,139.698,36942.0,139.72,86.55,86.575,86.55,86.5622,143292.0,86.575,14.11,14.12,14.11,14.1106,1813.0,14.11,279.08,279.12,279.08,279.0873,2186.0,279.08
2020-03-20 16:34:00,139.71,139.76,139.57,139.687,15444.0,139.65,86.55,86.5589,86.55,86.5518,20874.0,86.55,14.13,14.15,14.13,14.1325,2163.0,14.15,279.1,279.13,279.1,279.1174,2811.0,279.1
2020-03-20 16:33:00,139.679,139.73,139.59,139.6493,9985.0,139.73,86.57,86.57,86.55,86.565,76379.0,86.55,14.08,14.13,14.08,14.107,3050.0,14.13,279.1,279.12,279.1,279.1131,8458.0,279.12
2020-03-20 16:32:00,139.536,139.77,139.53,139.666,29880.0,139.71,86.57,86.575,86.57,86.5701,65581.0,86.57,13.915,14.1,13.91,13.9806,115234.0,14.1,279.1,279.1,279.05,279.0871,3851.0,279.05
